"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",138721,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",134989,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",137711,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",143899,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",148448,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",155097,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",159653,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",157237,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",158869,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",157023,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",156338,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",159359,,
"AUS","Australia","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",165234,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",1.16722846031189,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",1.26618778705597,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",1.33632397651672,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.44247603416443,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.36894738674164,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.36754357814789,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.308513879776,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.36777281761169,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.3632298707962,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.32140874862671,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.2303295135498,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.14030563831329,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.09265947341919,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.06532216072082,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.03518259525299,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",1.04214715957642,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",1.01864099502564,,
"AUS","Australia","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",0.961044192314148,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",-17951,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",-18886,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",-20540,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",-21553,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",-22348,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",-24248,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",-22762,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",-23640,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",-23329,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",-24575,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",-24926,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",-26878,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",-28149,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",-27776,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",-28217,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",-25317,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",-26477,,
"AUS","Australia","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",-20876,,
"AUS","Australia","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",174.6619,,
"AUS","Australia","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",185.268,,
"AUS","Australia","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",190.5731,,
